,Title,Company,Location,Package,Description,Skills,Min_Experience,Max_Experience
813,Advisor - Data Engineering,DELL,"India, Remote",Not Specified,"Job Description : Advisor- Data Engineering Data Science is all about breaking new ground to enable businesses to answer their most urgent questions. Pioneering massively parallel data-intensive analytic processing, our mission is to develop a whol",[],5,8
814,Program Manager,Amazon,Chennai,Not Specified,"Job Description : WW Pricing - Price Perception Job Description - Program Manager (Analytics) Background: Amazon.com operates in a virtual, global e-commerce environment without boundaries, and operates a diverse set of businesses worldwide, includi",['Program Manager'],2,5
815,Lead Project Management,Standard Chartered,India,Not Specified,"About Standard Chartered We are a leading international bank focused on helping people and companies prosper across Asia, Africa and the Middle East. To us, good performance is about much more than turning a profit. It's about showing how you embody",['Lead Project Management'],15,18
816,"Front End Engineer, Business Data Technologies (BDT)",Amazon,"India, Hyderabad",Not Specified,"DESCRIPTION Job summary Amazon's eCommerce Foundation (eCF) organization is responsible for the core components that drive the Amazon website and customer experience. Serving millions of customer page views and orders per day, eCF builds for scale.",[],2,5
817,Python Internship in Pune,Maxgen Technologies Private Limited,"Pune, Jalgaon",Not Specified,Web Development Internship.,"['Internship', 'Live Projects', 'Bsc', 'Academic Projects', 'B - Tech', 'Bca', 'Msc', 'BE', 'Projects', '', '', '', '']",,
818,"Software Dev Engineer, India Global Trade Tech",Amazon,"Bengaluru / Bangalore, India",Not Specified,Job Description : Job summary Job Description: Seller Fulfillment Technology (SFT) team located in Bangalore is looking for a SDE1 to deliver strategic goals for Amazon ecommerce systems. This is an opportunity to join our mission to build tech solut,[],1,4
819,"Software Dev Engineer, India Global Trade Tech",Amazon,"Bengaluru / Bangalore, India",Not Specified,Job Description : Job summary Job Description: Seller Fulfillment Technology (SFT) team located in Bangalore is looking for a SDE1 to deliver strategic goals for Amazon ecommerce systems. This is an opportunity to join our mission to build tech solut,[],1,4
820,Analyst,Flipkart,"Bengaluru / Bangalore, India",Not Specified,"Job Description : Analyst- Marketing Business Analyst is an Individual Contributor role where you would be involved in identifying fuzzy problems, breaking them down into smaller parts and implementing creative, data-driven solutions. You would be r",[],2,3
821,Backened Java Developer - Cumulus,Hitachi,"India, Pune",Not Specified,"Description Company - Cumulus Job Title - Associate Software Engineer (Backend Java) Location - PuneKey Skills : .Strong knowledge of data structures, algorithm, OOPS, multithreading, design patterns, good problem-solving skills .Should have excellen",[],,
822,Business Analyst,Amazon,"Bengaluru / Bangalore, India",Not Specified,DESCRIPTION Are you passionate about driving strategic business & statistical modelling decisions by solving complex problems utilizing data? Join Amazon's Employee Resource Center (ERC) and help make a difference for all Amazonians worldwide! The E,[],3,6
823,Assistant Manager - Analytics,Genpact,Bengaluru / Bangalore,Not Specified,"With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world&rsquos biggest brands&mdashand we have fun doing it. Now, we&rsquore calling all you rule-breakers and risk-takers who see the world diffe","['Assistant Manager - Analytics', 'Operations']",,
824,Business Analyst,Amazon,"India, Chennai",Not Specified,"DESCRIPTION About Amazon: Work hard. Have fun. Make history. At Amazon it is expected no more and no less from you. Ever since Amazon opened its virtual doors, it has been an aim to become the most customer-centric company in the world. How is this",[],2,5
825,Technical Program Manager,Amazon,Bengaluru / Bangalore,Not Specified,Job Description : Amazon is investing heavily in building a world class advertising business and we are responsible for defining and delivering a collection of self-service performance advertising products that drive discovery and sales. Our products,['Technical Program Manager'],12,15
826,"Business Intelligence Engineer, COPS DAT",Amazon,"Bengaluru / Bangalore, India",Not Specified,DESCRIPTION Job summary Business intelligence Manager would support the analytical requirements of the Compliance Operations team. Candidate will be responsible for conducting deep dive analyses to solve complex business problems. He/ she will also,[],4,7
827,Business Analyst,Amazon Web Services (AWS),"India, Chennai",Not Specified,"DESCRIPTION About Amazon: Work hard. Have fun. Make history. At Amazon it is expected no more and no less from you. Ever since Amazon opened its virtual doors, it has been an aim to become the most customer-centric company in the world. How is this",[],2,5
828,Senior Business Analyst,Flipkart,"Bengaluru / Bangalore, India",Not Specified,"Job Description : Senior Business Analyst Senior Business Analyst is an Individual Contributor role where you would be involved in identifying complex fuzzy problems, breaking them down into smaller parts and implementing creative, data-driven solut","['Analytical Modeling', 'Forecasting', 'R', 'Data Modelling', 'Sql', 'Python', 'Power Bi']",4,5
829,FTA- Analytics,DBS,"India, Mumbai",Not Specified,Job Purpose Use data to analyse & provide actionable insight to drive and grow SME Franchise with measurable impact on revenue. Key Accountabilities and Responsibility 1. End to End Customer life Cycle management and build rigor to deepen Customer,['FTA- Analytics'],5,8
830,"Business Intelligence Engineer, INPAY Data Products Team",Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : Job summary Are you interested on understanding how Amazon Pay India scales within Amazon? Can you help improve the way we improve customer insights, profitability, customise processes to better suit the needs of APAY looking to exp","['Business Intelligence Engineer', 'INPAY Data Products Team']",5,8
831,Sr. Program Manager,Amazon,Bengaluru / Bangalore,Not Specified,Job Description : How we do improve Amazon's pricing strategy and onsite price experience to improve price perception among customers? This is the key question we are trying to answer at scale for the millions of customers we have worldwide. The Pric,['Sr. Program Manager'],5,8
832,Assistant Manager - Data Engineering,Genpact,"Bengaluru / Bangalore, India",Not Specified,"With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world&rsquos biggest brands&mdashand we have fun doing it. Now, we&rsquore calling all you rule-breakers and risk-takers who see the world diffe","['Assistant Manager - Data Engineering', 'Operations']",,
833,Sr. SDE/ Technical Architect,Amazon,Bengaluru / Bangalore,Not Specified,Job Description : Amazon's Selection Monitoring team is responsible for making the biggest catalog on the planet even bigger. Our systems process billions of products to algorithmically find products not already sold on Amazon and programmatically ad,['Sr. SDE/ Technical Architect'],4,7
834,AI Data Foundation Research Engineer,Hewlett Packard Enterprise,"Bengaluru / Bangalore, India",Not Specified,"Job Description: At Hewlett Packard Enterprise (HPE), we live by three core values that drive our business: Partner. Innovate. Act. These values combine to help us create important work all over the world to advance how people live and work. About He",[],6,9
835,Software Engineer III,FactSet Philippines Inc,"India, Hyderabad",Not Specified,"Responsibilities: . Develop, test and maintain ETL jobs . Troubleshooting, remediation and performance optimization . Document and diagram existing and new data workflows as well as new product features . Database and data recovery, and maintaining d",[],5,8
836,"Data Engineer, Global Consumer Business Intelligence",Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,Job Description : **** This is a parallel req https://hire.corp.amazon.com/en/regular_jobs/845b0e10-b1d1-42b2-abb8-cd69b732ead0 until the candidate visa is approved **** Do you have proven record of building and managing large data sets in Redshif,"['Global Consumer Business Intelligence', 'Data Engineer']",3,6
